,k1,k2,E1,E2
0,23.8359813557911,149.99999125263844,31164.260824269295,41489.69422529956
1,19.251987486659512,105.3374117880675,30505.86059307485,40516.897897740404
2,19.31940450911214,105.78105886426505,30509.636888745794,40539.53548872927
3,8.754357429283429,149.99988037658665,28334.500331107014,41482.01554893696
4,23.016722464092286,80.03743984792878,31091.61503716734,39770.08415278276
5,6.612337410520649,140.0259411600077,27521.46259880474,41302.159495413296
6,14.29348509961158,147.0817016641302,29605.749859593245,41443.12009807534
7,14.152069480386153,149.9914759675382,29676.633227079245,41483.41029455195
8,19.081046896092914,125.55106106390114,30586.57857977985,41005.60243351924
9,3.063566173952205,149.9999684548014,25473.079370305273,41483.426370389796
10,17.79494440791066,108.52425726918327,30316.710830136202,40618.63715404914
11,97.307579412204,149.99998972597675,35084.37589956093,41485.835559276136
12,20.793042577945116,91.124365144131,30782.17494940993,40138.215713547994
13,12.740540794730641,89.86327635412908,29396.65520336387,40086.14665722912
14,6.930810780299319,149.99999327266906,27667.0240033497,41480.188987754496
15,20.29404799567638,101.07539817765885,30697.087258737916,40443.316578889426
16,85.77501788788223,149.99996482096984,34755.77375009206,41499.23448818336
17,24.13150325243255,77.06876294766496,31222.03914354306,39658.418332258894
18,16.026645517712712,149.99993094015056,30015.46332620076,41490.69892111652
19,31.020018442708537,62.11558789585982,31971.311996398897,39089.828285017575
20,20.815008037484656,87.35968459422139,30788.643843293,40007.78137819648
21,19.007148519616447,96.44320176694993,30516.36933261116,40284.23312198372
22,22.232021812057308,89.71692873746096,30956.252845068626,40095.009765519
23,16.830765834427297,120.65209863104229,30139.92208332896,40912.673450399234
24,15.274799190396566,129.82767733073857,29780.055282261117,41078.04749417758
25,22.37343657709118,82.32861355430458,31013.57952062852,39853.06284595207
26,9.055694749134819,149.99987339406314,28422.482259116612,41504.97564187301
27,19.909770949417275,86.5634026379812,30705.60369894775,39996.134938503914
28,20.604557306290886,87.96473948102359,30786.467003867263,40051.28176004557
29,21.94101237923462,88.18216423767153,30942.372558158557,40051.20357069738
30,3.200663718121338,149.99997712051055,25472.46099917771,41450.884180452646
31,20.5812467558026,86.36098672832426,30802.74421085271,40010.76777825347
32,18.776139793586893,108.99943042186453,30432.474809193136,40641.48011315501
33,17.14246930769276,112.29370332257908,30164.332101438307,40684.867629869856
34,20.52146255576043,99.7078140453859,30727.90573864389,40401.20730725967
35,17.05073306185531,66.00385439687035,30257.075479935145,39247.26647870223
36,7.1238843213074015,51.05163218895348,27811.250260416655,38521.11199236329
37,10.54291332571747,76.74902426944477,28763.52244085013,39639.92644514267
38,16.329028964122656,107.60037882134996,30073.5111433796,40592.825374177235
39,18.0923131790489,107.75659679748213,30355.62290415686,40593.10521263782
40,15.477264179087811,149.99995828085014,29948.62617372307,41490.770726165414
41,23.190670255199933,76.5654091811839,31107.96477489951,39635.650879492074
42,20.34720227734719,90.07051780196629,30716.131795936217,40096.932765428995
43,23.60627359054596,80.0847207027996,31130.449736501876,39756.06693747353
44,22.54968153535252,83.72995448206636,31038.51932262643,39906.60181934743
45,24.951320839961582,67.97010976959977,31356.00147390564,39307.75709154711
46,61.216667588824386,149.9999967830529,33730.22100500659,41474.80665231048
47,9.797300324197744,136.33054557076974,28588.83540859912,41222.22413163186
48,21.75078861615545,139.82641444329093,30894.847060525986,41290.16131583715
49,21.76324066920255,99.57885291658233,30860.292260186063,40386.00605205238
50,20.244262248110417,86.2553098058883,30742.054735645124,39981.83946305757
51,21.859217291379004,72.89837327878459,30999.703939831277,39514.23768439393
52,20.902111153308944,88.36862895882298,30782.76240691508,40033.44884393017
53,59.58504995089654,149.9999677447201,33771.647879014425,41496.69202917452
54,21.63994234351529,80.9641923004028,30933.578583737795,39809.523930207484
55,9.804873383156298,149.9995892138235,28729.93818644509,41500.94496844104
56,9.517359502437172,149.99308840029815,28505.329315103318,41470.65218792529
57,19.923610217578116,88.23847592895486,30636.024864041487,40020.79650218989
58,20.366495228182394,85.1991151089578,30752.560133063143,39947.719888972904
59,12.242715793208157,149.99998097746882,29308.42752633667,41512.25071862387
60,19.677765799324447,97.30674967097808,30618.37668428642,40323.0499230797
61,19.03651315222424,109.20775378637025,30455.39615515442,40614.722801684395
62,21.37660531151217,149.99999616215425,30806.121697474813,41479.3976433347
63,21.896838392882998,86.86206456282005,30918.823491874144,39986.262281131254
64,5.030122322262226,149.99991736085678,26792.302062236955,41480.579525893794
65,17.851755694421776,53.33521102556455,30419.017295420916,38644.47349861614
66,20.963796542255896,90.72302887846234,30795.751244616677,40114.19163802526
67,23.082992539267945,77.24345020180209,31107.07485019312,39665.22410226011
68,18.953050386839383,90.80802949182345,30529.280393040182,40113.73467038244
69,20.710937910951355,83.16996057131982,30805.892332796295,39876.270184728084
70,18.18549080794899,65.72657652078952,30416.294615296756,39223.21339606898
71,12.147892028456324,45.12945045196771,29302.888575028635,38194.144730342545
72,4.929663537166405,133.89086200105797,26635.8524254091,41163.82082194103
73,20.512731504598662,106.98199797354127,30660.67479570742,40560.70063653076
74,21.006700520199008,93.35471748418676,30761.272887418058,40178.10564855804
75,19.73635577733317,98.75362910260881,30599.64039254174,40346.31274388047
76,3.6393630101175565,149.99998305638113,25806.925407145678,41446.42489819377
77,14.430958212981363,149.9999928114441,29710.277666486683,41478.96029884101
78,21.138173237661093,90.73414659450283,30833.36092609432,40128.61898313504
79,19.294823672883208,104.69324605284973,30510.371654343133,40510.84889949937
80,2.607050470695225,69.22680095813037,25000.001468502505,39333.142090801295
81,16.949842823156228,118.76691429120146,30074.04126731665,40824.66852388976
82,21.029588811317897,95.27115352081795,30770.753828753943,40243.47156167542
83,18.862418349044077,111.08370690591005,30421.17882623639,40670.941374189555
84,24.708015660945147,76.24225941680999,31286.7038829574,39632.545034540664
85,21.58937721477476,92.6329553952883,30871.989108388123,40181.7478528116
86,21.091322126816706,96.07721666941696,30765.91144819689,40265.321194575095
87,19.337815749868728,96.50567420686403,30604.551156564357,40318.12321325275
88,17.77732130279279,108.5062535737451,30287.456682982094,40602.76307166587
89,15.259532609396405,134.79914728383426,29793.69015375863,41199.11159557717
90,21.616910309091583,90.65235108674251,30848.137718134392,40096.0776408459
91,3.3372937891220475,149.99991062247588,25630.388452101062,41483.30064805118
92,20.652437906744403,97.86062128528714,30747.864718937744,40330.11871286893
93,22.134113060054425,73.68464943802763,31013.225174702933,39535.65213713519
94,20.297310066178802,93.79207093658654,30684.309981457223,40191.747572763874
95,6.007958386675472,149.99997175883215,27126.707007542,41465.75099589974
96,16.572749402536758,40.75746000309888,30154.396795028595,37923.85448825053
97,21.235697111801056,98.97798760165126,30807.097617165928,40373.550932032136
98,20.10350615639414,96.19608053749371,30632.029399836003,40258.3813340696
99,18.274272179970747,96.49060573948069,30456.872524151822,40305.258325587834
